"Review.."	"Brand"	"Variety"	"Style"	"Country"	"Stars"	"Top.Ten"
2318	"Happy Cook"	"Sichuan Spicy Flavor"	"Pack"	"Taiwan"	5	"None"
2317	"MAMA"	"Instant Bowl Noodles Shrimp (Tom Yum) Flavor Base"	"Bowl"	"Thailand"	4	"None"
2316	"Nissin"	"Cup Noodle Spicy Curry Chicken"	"Cup"	"Japan"	5	"None"
2315	"Goku-Uma"	"Ramen Noodles Miso Flavor"	"Bowl"	"USA"	3	"None"
2314	"Nissin"	"Cup Noodles Spicy Beef Flavour"	"Cup"	"Hong Kong"	4	"None"
2313	"Xiao Ban Mian"	"Sesame Oil With Garlic Flavor Thin Noodle"	"Pack"	"Taiwan"	3.5	"None"
2312	"Xiao Ban Mian"	"Traditional Shallot & Onion Oil Noodle"	"Pack"	"Taiwan"	5	"None"
2311	"Xiao Ban Mian"	"Sesame Sauce Matcha Noodle"	"Pack"	"Taiwan"	3.8	"None"
2310	"Pran"	"Mr. Noodles Instant Noodles Beef Flavour"	"Pack"	"Bangladesh"	4	"None"
2309	"Nissin"	"Cup Noodles Big Seafood Flavour"	"Cup"	"Hong Kong"	4	"None"
2308	"Fantastic"	"Noodles Chicken Chow Mein Flavour"	"Cup"	"Australia"	4	"None"
2307	"Ottogi"	"Ramyun Sabor Pollo"	"Pack"	"Mexico"	4	"None"
2306	"Nissin"	"Demae Iccho Black Garlic Oil Tonkotsu Flavour Instant Noodles"	"Cup"	"Hong Kong"	4	"None"
2305	"Ajinatori"	"Chicken Flavor Ramen"	"Pack"	"Japan"	4	"None"
2304	"Maggi"	"2 Minute Noodles Masala Spicy"	"Pack"	"India"	5	"None"
2303	"Maruchan"	"Sopa Maruchan Sobar A Camaron"	"Pack"	"Mexico"	3	"None"
2302	"Nissin"	"Yakisoba"	"Tray"	"Japan"	5	"None"
2301	"Suimin"	"Noodle With Oriental Chicken Flavour"	"Cup"	"Australia"	3	"None"
2300	"Nissin"	"Demae Ramen Spicy Xo Sauce Seafood Flavour Instant Noodle"	"Pack"	"Hong Kong"	4	"None"
2299	"Cintan"	"Mi Segera Mmm... Original"	"Pack"	"Malaysia"	3	"None"
2298	"Nissin"	"Cup Noodles Spicy Chile Chicken (New Recipe)"	"Cup"	"USA"	4	"None"
2297	"Chuan Wei Wang"	"Bowl Instant Noodles Artificial Beef With Sauerkraut Flavor"	"Bowl"	"China"	3	"None"
2296	"Suimin"	"Noodles With Chicken Flavour"	"Cup"	"Australia"	3	"None"
2295	"Nissin"	"Cup Noodles Seafood"	"Cup"	"China"	4	"None"
2294	"Sapporo Ichiban"	"Tabimen AizuKitakata Gyokai Shoyu Ramen"	"Bowl"	"Japan"	4	"None"
2293	"Nissin"	"Nupasta Bacon In Carbonara Sauce Flavour Instant Noodle"	"Pack"	"Hong Kong"	5	"None"
2292	"Sichuan Baijia"	"Chongqing Noodles Spicy Hot Flavor"	"Pack"	"China"	5	"None"
2291	"Samyang Foods"	"Buldak Bokkummyun Cheese Flavor"	"Pack"	"South Korea"	4	"None"
2290	"Nissin"	"Demae Ramen Straight Noodle Black Garlic Oil Tonkotsu Flavour Instant Noodle"	"Pack"	"Hong Kong"	5	"None"
2289	"Myojo"	"Shin Toyama Black Ramen"	"Bowl"	"Japan"	4	"None"
2288	"Nissin"	"Cup Noodles Tom Yum Goong Flavour"	"Cup"	"Hong Kong"	4	"None"
2287	"Master Kong"	"Artificial Abalone Crab Flavor Instant Noodle"	"Pack"	"China"	0	"None"
2286	"Kamfen"	"Noodle King Artificial Abalone And Chicken Soup Flavored"	"Bowl"	"Hong Kong"	4	"None"
2285	"Fantastic"	"Noodles Beef Flavour"	"Cup"	"Australia"	3	"None"
2284	"Nissin"	"Korean Kimchi Flavour Vermicelli"	"Cup"	"Hong Kong"	4	"None"
2283	"Nissin"	"Raoh Pork Bone Soy Soup Noodle"	"Pack"	"Japan"	5	"None"
2282	"Samyang Foods"	"Gold Jjamppong Fried Noodle"	"Pack"	"South Korea"	5	"None"
2281	"Nissin"	"Demae Iccho Red Hot Seafood Flavour Instant Noodle"	"Cup"	"Hong Kong"	4	"None"
2280	"Sichuan Baijia"	"Chongqing Noodles Hot & Sour Flavor"	"Pack"	"China"	4	"None"
2279	"Nissin"	"Demae Iccho Spicy Tonkotsu Flavour Instant Noodle (Bowl Noodle)"	"Bowl"	"Hong Kong"	5	"None"
2278	"Nissin"	"Raoh Tantanmen"	"Pack"	"Japan"	5	"None"
2277	"Goku-Uma"	"Ramen Noodles Soy Sauce Flavor"	"Bowl"	"USA"	3	"None"
2276	"Nissin"	"Cup Noodles With Shrimp Ramen Noodle Soup (New Recipe)"	"Cup"	"USA"	3	"None"
2275	"JML"	"Hot & Sour Beef Noodles"	"Pack"	"China"	4	"None"
2274	"Suimin"	"Noodles With Braised Beef Flavour"	"Cup"	"Australia"	4	"None"
2273	"Uni-President"	"A Q Bucket Noodle Korean Kimchi Flavor"	"Bowl"	"Taiwan"	4	"None"
2272	"Nissin"	"Demae Iccho Spicy Kimchi Pot Flavour Instant Noodle (Bowl Noodle)"	"Bowl"	"Hong Kong"	4	"None"
2271	"Sichuan Baijia"	"Chongqing Noodles Burning Dry Noodles"	"Pack"	"China"	5	"None"
2270	"Samyang Foods"	"Fresh Bibimmyun Fried Noodle"	"Pack"	"South Korea"	4	"None"
2269	"Wai Wai"	"Instant Noodles Veg Masala Flavour"	"Pack"	"India"	4	"None"
2268	"Nissin"	"Nupasta Neapolitan Flavour Instant Noodle"	"Pack"	"Hong Kong"	5	"None"
2267	"Shirakiku"	"Karami Ramen Spicy Chili Flavour Japanese Style Noodle With Soup Base"	"Pack"	"USA"	2	"None"
2266	"Nissin"	"Disney Cuties Instant Noodle Crab Flavour"	"Cup"	"Thailand"	4	"None"
2265	"Nissin"	"Cup Noodles Rich Soft Shelled Turle Soup"	"Cup"	"Japan"	3	"None"
2264	"Unif Tung-I"	"Instant Vegetarian Beehoon Rice Vermicelli"	"Pack"	"Taiwan"	1	"None"
2263	"Sichuan Baijia"	"Broad Noodle Artificial Beef Flavor Hot Pot"	"Pack"	"China"	4	"None"
2262	"Dream Kitchen"	"Curry Flavour Instant Noodles"	"Cup"	"USA"	5	"None"
2261	"Tablemark"	"Tohokuno Aji Yonezawa Ramen"	"Bowl"	"Japan"	4	"None"
2260	"Uni-President"	"Science Noodle (X'Mas Edition)"	"Pack"	"Taiwan"	5	"None"
2259	"Farmer's Heart"	"Pho Beef Flavor Vietnamese Rice Noodle Soup"	"Bowl"	"USA"	3.75	"None"
2258	"Kamfen"	"Instant Wonton Noodles Scallop Lobster Soup Flavour"	"Bowl"	"Hong Kong"	4.3	"None"
2257	"Fuku"	"Tom Yam Soup Instant Noodle"	"Pack"	"Hong Kong"	2.3	"None"
2256	"Goku-Uma"	"Ramen Noodles Artificially Flavored Tonkotsu"	"Bowl"	"USA"	3	"None"
2255	"Daikoku"	"Hiroshima Flavor Yakisoba"	"Tray"	"Japan"	5	"None"
2254	"Nissin"	"Disney Cuties Instant Noodle Seaweed Flavour"	"Cup"	"Thailand"	3	"None"
2253	"Singa-Me"	"Instant Noodles Mi Goreng Flavour"	"Cup"	"Australia"	4	"None"
2252	"New Touch"	"Sugomen Sano Ramen"	"Bowl"	"Japan"	5	"None"
2251	"Ottogi"	"Ramyon Sabor Y Camaron"	"Pack"	"Mexico"	4	"None"
2250	"Nissin"	"Demae Iccho Spicy XO Sauce Seafood Flavour"	"Pack"	"Hong Kong"	4	"None"
2249	"Love Cook"	"Sun Dried Noodle - Fruity Soy Bean Paste"	"Pack"	"Taiwan"	4	"None"
2248	"Nongshim"	"Shin Noodle Soup"	"Cup"	"USA"	5	"None"
2247	"Nissin"	"Sapporo Noukou Miso Ramen"	"Bowl"	"Japan"	5	"None"
2246	"Dream Kitchen"	"Soy Sauce"	"Cup"	"USA"	4	"None"
2245	"Nissin"	"Vietnamese Chicken Coriander Flavour Vermicelli"	"Cup"	"Hong Kong"	4	"None"
2244	"Kang Shi Fu"	"Artificial Spicy Beef Flavour"	"Pack"	"Hong Kong"	4	"None"
2243	"Nissin"	"Cup Noodles Black Pepper Crab Flavour"	"Cup"	"Hong Kong"	4	"None"
2242	"Great Value"	"Beef Style Noodles With Vegetables"	"Cup"	"Canada"	3	"None"
2241	"Fuku"	"Spicy Soup Instant Noodle Beef Flavour"	"Pack"	"Hong Kong"	4	"None"
2240	"Wang"	"Rice Noodle Anchovy Flavor"	"Bowl"	"South Korea"	3	"None"
2239	"Nissin"	"Cup Noodles Chicken Flavor Ramen Noodle Soup (New Recipe)"	"Cup"	"USA"	4	"None"
2238	"Asian Thai Foods"	"Rumpum Gundruk Flavour"	"Pack"	"Nepal"	1	"None"
2237	"Nissin"	"Cup Noodle Light+ Bagna Cauda"	"Cup"	"Japan"	5	"None"
2236	"Maruchan"	"Gotsumori Koku Tonkotsu Ramen"	"Bowl"	"Japan"	4	"None"
2235	"Fashion Food"	"Tom Yum Shrimp Creamy Flavour Instant Noodles"	"Bowl"	"Thailand"	4	"None"
2234	"Paldo"	"Bibim Men"	"Bowl"	"South Korea"	5	"None"
2233	"Nissin"	"Cup Noodles Milk Seafood Flavour"	"Cup"	"Hong Kong"	4	"None"
2232	"Nissin"	"Spicy Chikin Donburi"	"Bowl"	"Japan"	5	"None"
2231	"Fantastic"	"Noodle Chicken Flavour"	"Cup"	"Australia"	4	"None"
2230	"Marutai"	"Kuroma-Yu Tonkotsu Kumamoto Ramen"	"Pack"	"Japan"	4	"None"
2229	"Kang Shi Fu"	"Artificial Beef With Sauerkraut Flavour"	"Pack"	"Hong Kong"	4	"None"
2228	"Nissin"	"Raoh Shoyu Ramen"	"Bowl"	"Japan"	5	"None"
2227	"Maruchan"	"Ramen Noodle Soup Sriracha Chicken Flavor"	"Pack"	"USA"	4	"None"
2226	"Nagatanien"	"Hiyashi Soba Taidashi Goma"	"Pack"	"Japan"	3	"None"
2225	"Fuku"	"Bowl Chicken Flavour Instant Rice Vermicelli"	"Bowl"	"Hong Kong"	4	"None"
2224	"Wai Wai"	"X-Press Flavour Of Pizza In Noodles Proprietary Food"	"Pack"	"India"	4	"None"
2223	"KOKA"	"Rice Noodles Fragrant Chicken Pho Ga Flavour"	"Pack"	"Singapore"	4	"None"
2222	"Nyor Nyar"	"Vegetarian Penang White Curry"	"Pack"	"Malaysia"	5	"None"
2221	"Nissin"	"Cup Noodle Seafood"	"Cup"	"Japan"	5	"None"
2220	"Paldo"	"Budae Jjigae"	"Pack"	"South Korea"	5	"None"
2219	"Fantastic"	"Noodles Crispy Bacon Flavour"	"Cup"	"Australia"	1	"None"
2218	"Tseng Noodles"	"Spicy Braised Pork Flavor"	"Pack"	"Taiwan"	4	"None"
2217	"Nissin"	"Demae Ramen Spicy Seafood Flavour Instant Noodle"	"Pack"	"Hong Kong"	5	"None"
2216	"A-Sha Dry Noodle"	"Chow Mein Spicy Flavor"	"Tray"	"Taiwan"	3	"None"
2215	"Myojo"	"Mee Goreng Spicy Flavour"	"Pack"	"Singapore"	5	"None"
2214	"Sapporo Ichiban"	"Tabimen Nagasaki Chanpon"	"Bowl"	"Japan"	4	"None"
2213	"Acecook"	"Oh! Ricey Pork Flavour"	"Pack"	"Vietnam"	4	"None"
2212	"Paldo"	"Bul Jjamppong"	"Pack"	"South Korea"	4	"None"
2211	"Nissin"	"Disney Cuties Instant Noodle Roast Pork Flavour"	"Cup"	"Thailand"	3	"None"
2210	"Morre"	"Instant Noodles Masala"	"Pack"	"Pakistan"	4	"None"
2209	"Nissin"	"Demae Ramen Spicy Hot tonkotsu Flavour Instant Noodle"	"Pack"	"Hong Kong"	5	"None"
2208	"Roland"	"Ramen Japanese Style Quick-Cooking Alimentary Paste With Chicken Artificially Flavored Soup Base"	"Pack"	"USA"	0	"None"
2207	"Nissin"	"Big Cup Noodles Tonkotsu Flavour"	"Cup"	"Hong Kong"	3	"None"
2206	"Nissin"	"Deka Buto Kuro M-yu Tonkotsu"	"Bowl"	"Japan"	5	"None"
2205	"Maruchan"	"Bowl Taste Of Asia Hearty Pork Flavor Tonkotsu Ramen"	"Bowl"	"USA"	4	"None"
2204	"Nissin"	"Cup Noodles Sabor Galinha Caipira"	"Cup"	"Brazil"	4	"None"
2203	"Nongshim"	"Bowl Noodle Soup Independence Day Limited Edition Spicy Chicken Flavor"	"Bowl"	"USA"	4	"None"
2202	"Nissin"	"Nupasta Vongole Flavour Instant Noodle"	"Cup"	"Hong Kong"	4	"None"
2201	"Mr. Lee's Noodles"	"Penang Chicken Curry Laksa"	"Cup"	"UK"	2	"None"
2200	"Mr. Lee's Noodles"	"Shaolin Monk Vegetables"	"Cup"	"UK"	5	"None"
2199	"Mr. Lee's Noodles"	"Tai Chi Chicken"	"Cup"	"UK"	3	"None"
2198	"Mr. Lee's Noodles"	"Dragon Fire Mushroom"	"Cup"	"UK"	3	"None"
2197	"Mr. Lee's Noodles"	"Hong Kong Street Beef"	"Cup"	"UK"	5	"None"
2196	"Mr. Lee's Noodles"	"Warrior Fighting Shrimp"	"Cup"	"UK"	3.3	"None"
2195	"Nissin"	"Gyorai Inaniwa Chuka Soba"	"Bowl"	"Japan"	5	"None"
2194	"Fuku"	"Chicken Flavour Instant Noodle"	"Pack"	"Hong Kong"	4	"None"
2193	"Knorr"	"Chicken Flavored Instant Noodles"	"Pack"	"Pakistan"	3	"None"
2192	"Nyor Nyar"	"Penang White Curry Instant Noodle"	"Pack"	"Malaysia"	5	"None"
2191	"Choumama"	"XO Scallops Sauce Dry Noodles"	"Pack"	"Taiwan"	4	"None"
2190	"Myojo"	"Barikata Noukou Tonkotsu Shoyu"	"Bowl"	"Japan"	4.75	"None"
2189	"Nissin"	"Demae Ramen Sesame Oil Flavour Cup"	"Cup"	"Hong Kong"	4	"None"
2188	"Singa-Me"	"Instant Noodles Chicken Flavour"	"Cup"	"Australia"	2.5	"None"
2187	"Pulmuone"	"Non-Fried Ramyun Noodle (Crab Flavor)"	"Pack"	"South Korea"	5	"None"
2186	"Master Kong"	"Assorted Seafood Noodles"	"Pack"	"China"	4	"None"
2185	"Nissin"	"Raoh Hot & Sour Ramen"	"Pack"	"Japan"	5	"None"
2184	"President Rice"	"Coriander Instant Rice Noodles"	"Bowl"	"Thailand"	2.75	"None"
2183	"MAMA"	"Instant Rice Noodles Moo Nam Tok Flavour"	"Pack"	"Thailand"	3.5	"None"
2182	"MAMA"	"Instant Rice Vermicelli Clear Soup"	"Pack"	"Thailand"	3.5	"None"
2181	"MAMA"	"Instant Rice Noodles Chicken Flavour"	"Pack"	"Thailand"	4	"None"
2180	"MAMA"	"Pho Ga Rice Noodles With Artificial Chicken Flavour"	"Bowl"	"Thailand"	3	"None"
2179	"MAMA"	"Oriental Kitchen Instant Rice Vermicelli In Gravy"	"Pack"	"Thailand"	5	"None"
2178	"MAMA"	"Instant Tom Yam Rice Noodles"	"Pack"	"Thailand"	4	"None"
2177	"MAMA"	"Instant Rice Noodles Vegetable Flavour"	"Pack"	"Thailand"	4	"None"
2176	"MAMA"	"Instant Rice Vermicelli Yentafo Tom Yam Mohfai"	"Pack"	"Thailand"	5	"None"
2175	"MAMA"	"Instant Flat Noodles Clear Soup"	"Pack"	"Thailand"	4	"None"
2174	"MAMA"	"Cup Rice Noodles Tom Saab Flavour"	"Cup"	"Thailand"	5	"None"
2173	"MAMA"	"Instant Rice Noodles Stew Beef Flavour"	"Pack"	"Thailand"	4	"None"
2172	"MAMA"	"Instant Rice Noodles Phnom Penh Style"	"Pack"	"Thailand"	4	"None"
2171	"MAMA"	"Instant Flat Noodles Tom Yam Flavour"	"Pack"	"Thailand"	4	"None"
2170	"Maruchan"	"Ramen Noodle soup Mushroom Flavor"	"Pack"	"USA"	4	"None"
2169	"Happy Family"	"Vegetable Flavour Instant Noodles"	"Pack"	"Singapore"	4	"None"
2168	"Tseng Noodles"	"Rice Noodle Shallot With Braised Pork Flavor"	"Pack"	"Taiwan"	5	"None"
2167	"Great Value"	"Vegetable Flavour Noodles With Vegetables"	"Cup"	"Canada"	3	"None"
2166	"JML"	"Instant Noodle Artificial Beef Flavor 7 sour Pickled Cabbage"	"Pack"	"China"	4	"None"
2165	"Suimin"	"Noodles With Hot & Spicy Flavour"	"Cup"	"Australia"	3	"None"
2164	"Tseng Noodles"	"Rice Noodle Chinese Mushroom With Soybean Vegetarian Braised Pork Flavor"	"Pack"	"Taiwan"	5	"None"
2163	"Nissin"	"Piritto Karakuchi Tantan Udon"	"Bowl"	"Japan"	4	"None"
2162	"Tseng Noodles"	"Rice Noodle Seafood Laksa Flavour"	"Pack"	"Taiwan"	5	"None"
2161	"Nongshim"	"Chal Bibim Myun"	"Pack"	"South Korea"	5	"None"
2160	"Menraku"	"Japanese Yakisoba Umami Sauce"	"Bowl"	"Japan"	5	"None"
2159	"La Moderna"	"Sazon Casero Sopa Con Tomate Y Sabor Pollo"	"Pack"	"Mexico"	3	"None"
2158	"A-Sha Dry Noodle"	"Chow Mein Original Flavor"	"Tray"	"Taiwan"	5	"None"
2157	"Master Kong"	"Artificial Mushroom Chicken Flavor Instant Noodle"	"Pack"	"China"	4	"None"
2156	"A-Sha Dry Noodle"	"Chow Mein Oyster Sauce BBQ Flavor"	"Tray"	"Taiwan"	2	"None"
2155	"Jingqi"	"Aloe Vera Guan Mian Purple Sweet Potato Noodle With Spicy Miso Sauce"	"Pack"	"Taiwan"	4	"None"
2154	"Jingqi"	"Black Eyes Bean Original Noodle With Sesame Sauce"	"Pack"	"Taiwan"	4	"None"
2153	"Jingqi"	"Aloe Vera Guan Mian Pumpkin Noodle With Basil Sauce"	"Pack"	"Taiwan"	4	"None"
2152	"Jingqi"	"Black Eyes Bean Cyanobacteria Noodle With Ginger Oil Sauce"	"Pack"	"Taiwan"	5	"None"
2151	"Jingqi"	"Aloe Vera Guan Mian Original Noodle With Sesame Sauce"	"Pack"	"Taiwan"	5	"None"
2150	"Jingqi"	"Black Eyes Bean Purple Sweet Potato Noodle With Spicy Miso Sauce"	"Pack"	"Taiwan"	3	"None"
2149	"Jingqi"	"Aloe Vera Guan Mian Cyanobacteria Noodle With Ginger Oil Sauce"	"Pack"	"Taiwan"	5	"None"
2148	"Jingqi"	"Black Eyes Bean Pumpkin Noodles With Basil Sauce"	"Pack"	"Taiwan"	5	"None"
2147	"Maruchan"	"Instant Lunch Pork Flavor Ramen Noodles With Vegetables"	"Cup"	"USA"	3	"None"
2146	"Sapporo Ichiban"	"Kun Ramen Sumo-kuchikin (Smoked Chicken)"	"Bowl"	"Japan"	3	"None"
2145	"Dream Kitchen"	"Tonkotsu"	"Cup"	"USA"	3	"None"
2144	"Nissin"	"Lamen Sabor Picanha"	"Pack"	"Brazil"	4	"None"
2143	"Thien Houng Foods"	"Lemon Chicken Flavour Instant Noodles"	"Pack"	"Vietnam"	3	"None"
2142	"Maruchan"	"Bowl Taste Of Asia Miso Chicken Flavor Spicy Miso Ramen"	"Bowl"	"USA"	4	"None"
2141	"Nissin"	"Men Shokunin Kaoruyasai Shio"	"Bowl"	"Japan"	5	"None"
2140	"Wang"	"Rice Noodle Seafood Flavour"	"Bowl"	"South Korea"	5	"None"
2139	"Fuku"	"Superior Soup Instant Noodles (Mfg in Thailand)"	"Pack"	"Hong Kong"	4	"None"
2138	"Fuku"	"Superior Soup Instant Noodles (Mfg in Vietnam)"	"Pack"	"Hong Kong"	4	"None"
2137	"Nissin"	"Demae Ramen Spicy Curry Flavour Instant Noodles"	"Pack"	"Hong Kong"	4	"None"
2136	"Nissin"	"Demae Ramen Roast Beef Flavour Instant Noodles"	"Pack"	"Hong Kong"	4	"None"
2135	"Doll"	"Instant Noodle Supreme Abalone And Chicken Flavour"	"Pack"	"Hong Kong"	2	"None"
2134	"Four Seas"	"Chicken Flavour Instant Noodle"	"Pack"	"Hong Kong"	4	"None"
2133	"Nissin"	"Kimchi Chikin Ramen Donburi"	"Bowl"	"Japan"	5	"None"
2132	"Maruchan"	"Instant Lunch Chipotle Chicken Flavor Ramen Noodle Soup"	"Cup"	"USA"	5	"None"
2131	"Myojo"	"Mee Goreng Thai Tom Yum Flavour"	"Pack"	"Singapore"	4	"None"
2130	"Kang Shi Fu"	"Artificial Salted Beef With Mushrooms Flavour"	"Pack"	"Hong Kong"	4	"None"
2129	"CarJEN"	"Hot & Spicy Dry Curry With Chives Soup"	"Pack"	"Malaysia"	5	"None"
2128	"Sapporo Ichiban"	"Taimeiken Yousyoku Yasangatsukutta Omumen"	"Cup"	"Japan"	4	"None"
2127	"Suimin"	"Noodles With Chicken & Sweet Corn Flavour"	"Cup"	"Australia"	2.25	"None"
2126	"Nissin"	"Mennippon Oumi Chanpon"	"Bowl"	"Japan"	5	"None"
2125	"Happy Family"	"Curry Flavour Instant Noodles"	"Pack"	"Singapore"	4	"None"
2124	"7 Select"	"Nissin Instant Noodles Tom Yum Seafood Creamy Flavour King Cup"	"Bowl"	"Thailand"	3.5	"None"
2123	"Nissin"	"Cup Noodles Tom Yum Shrimp Sabb Flavour"	"Cup"	"Thailand"	5	"None"
2122	"Nissin"	"Chilli Noodles Stir Fried Holy Basil Flavour"	"Pack"	"Thailand"	5	"None"
2121	"Nissin"	"Instant Noodles Moo Manao Flavour"	"Pack"	"Thailand"	4	"None"
2120	"Nissin"	"Super Tom Yum Shrimp"	"Cup"	"Thailand"	3.5	"None"
2119	"Nissin"	"Cup Noodles Minced Pork Flavour"	"Cup"	"Thailand"	3.5	"None"
2118	"Nissin"	"Chilli Noodles Tom Yum Shrimp Creamy Soup Flavour"	"Cup"	"Thailand"	3.25	"None"
2117	"7 Select"	"Nissin Instant Noodles Shrimp Ma Nao Lui Suan Flavour King Cup"	"Bowl"	"Thailand"	4	"None"
2116	"Nissin"	"Instant Noodles Tom Yum Shrimp Saab Flavour"	"Pack"	"Thailand"	4	"None"
2115	"Nissin"	"Cup Noodles Moo Manao Flavour"	"Cup"	"Thailand"	4	"None"
2114	"Nissin"	"Instant Noodles Minced Pork Flavour"	"Pack"	"Thailand"	3.5	"None"
2113	"Nissin"	"Cup Noodles Seafood Creamy Flavour"	"Cup"	"Thailand"	4	"None"
2112	"Nissin"	"Chilli Noodles Spicy Tom Yum Flavour"	"Pack"	"Thailand"	4	"None"
2111	"Nissin"	"Cup Noodles Chilli Crab Flavour"	"Cup"	"Hong Kong"	3.75	"None"
2110	"Great Value"	"Vegetarian Flavour Ramen Noodles"	"Pack"	"Canada"	3	"None"
2109	"Oni Hot Pot"	"Tuna With Shallot Flavor Noodle"	"Pack"	"Taiwan"	4.3	"None"
2108	"Weh Lih"	"GGE Noodle Snack Wheat Crackers Original Ramen"	"Pack"	"Taiwan"	1	"None"
2107	"Nissin"	"Lamen Sabor Frango Assado Com Toque De Limao"	"Pack"	"Brazil"	4.5	"None"
2106	"Itomen"	"Onion Flavor Shoyu Ramen"	"Pack"	"Japan"	3.5	"None"
2105	"Maruchan"	"Ramen Noodle Soup Chicken Tortilla Flavor"	"Pack"	"USA"	3	"None"
2104	"Wang"	"Rice Noodle Kimchi Flavor"	"Bowl"	"South Korea"	4	"None"
2103	"Roland"	"Ramen Japanese Style Quick-Cooking Alimentary Paste With Beef Artificially Flavored Soup Base"	"Pack"	"USA"	0	"None"
2102	"Nissin"	"Cup Noodles Singapore Laksa"	"Cup"	"Japan"	5	"None"
2101	"Samyang Foods"	"Pojangmacha Udon"	"Pack"	"South Korea"	4	"None"
2100	"Myojo"	"Mee Goreng Original Flavour"	"Pack"	"Singapore"	4	"None"
2099	"Sanpo"	"Yakibuta Ramen"	"Bowl"	"Japan"	4	"None"
2098	"Nongshim"	"Kimchi Flavor Noodle Soup"	"Cup"	"USA"	5	"None"
2097	"CarJEN"	"Otentiq Cheezy Mushroom Instant Noodles (Improved Taste)"	"Pack"	"Malaysia"	5	"None"
2096	"Maruchan"	"Seimen Noukou Toro Tonkotsu"	"Bowl"	"Japan"	4	"None"
2095	"Nissin"	"Straits Kitchen Laksa"	"Pack"	"Singapore"	5	"None"
2094	"Nongshim"	"Champong Noodle Soup Spicy Seafood Flavor"	"Pack"	"South Korea"	5	"None"
2093	"Oni Hot Pot"	"Seaweed Flavour Noodle"	"Pack"	"Taiwan"	2	"None"
2092	"Doll"	"Instant Noodle Preserved Vegetable Flavour"	"Pack"	"Hong Kong"	4	"None"
2091	"MyKuali"	"Penang Hokkien Prawn Noodle Authentic Taste"	"Cup"	"Malaysia"	5	"None"
2090	"Nissin"	"Nupasta Salmon In White Sauce Flavour Instant Noodle"	"Pack"	"Hong Kong"	5	"None"
2089	"Nissin"	"Big Cup Noodles Seafood Curry Flavour"	"Cup"	"Hong Kong"	5	"None"
2088	"Nissin"	"Demae Iccho Beef Flavour Instant Noodle"	"Bowl"	"Hong Kong"	4	"None"
2087	"Nissin"	"Mie Goreng Indonesia Stir Noodle Original Flavour"	"Pack"	"Hong Kong"	4	"None"
2086	"Nissin"	"Demae Ramen Sesame Flavour Instant Noodles"	"Pack"	"Hong Kong"	5	"None"
2085	"Fuku"	"Superior Soup Instant Rice Vermicelli"	"Bowl"	"Hong Kong"	5	"None"
2084	"Nissin"	"Demae Ramen Straight Noodle Kyushu Tonkotsu Instant Noodle"	"Pack"	"Hong Kong"	5	"None"
2083	"Nissin"	"Taisho Fried Noodle Sesame Paste Flavour Instant Noodle"	"Pack"	"Hong Kong"	5	"None"
2082	"Nissin"	"Cup Noodles Pork Chowder Flavour"	"Cup"	"Hong Kong"	4	"None"
2081	"Nissin"	"Cup Mifun Spicy Beef Flavour"	"Cup"	"Hong Kong"	4	"None"
2080	"Fuku"	"Non-Fried Superior Soup Noodle"	"Pack"	"Hong Kong"	4	"None"
2079	"Nissin"	"Nupasta Carbonara Flavour Instant Noodle"	"Cup"	"Hong Kong"	5	"None"
2078	"Nissin"	"Demae Iccho Curry Beef Flavour"	"Cup"	"Hong Kong"	4	"None"
2077	"Nissin"	"Cup Noodles Big Spicy Seafood Flavour"	"Cup"	"Hong Kong"	5	"None"
2076	"Nissin"	"Demae Iccho Black Garlic Oil Tonkotsu"	"Bowl"	"Hong Kong"	3.75	"None"
2075	"Mi Sedaap"	"Mi Segera Mi Goreng Ayam Krispi"	"Pack"	"Indonesia"	4.5	"None"
2074	"Nissin"	"Cup Noodles Sabor Pollo Habanero Y Limon Sopa Instantanea"	"Cup"	"Mexico"	3.5	"None"
2073	"Great Value"	"Spicy Ramen Noodles"	"Pack"	"Canada"	4	"None"
2072	"Maruchan"	"Bowl Taste Of Asia Beef Flavor Sukiyaki Ramen"	"Bowl"	"USA"	5	"None"
2071	"A-Sha Dry Noodle"	"Tainan Noodle Original Sauce"	"Pack"	"Taiwan"	5	"None"
2070	"Tokushima Seifun"	"Negi Ramen"	"Bowl"	"Japan"	1.75	"None"
2069	"Doll"	"Instant Noodle Vegetarian Flavour"	"Pack"	"Hong Kong"	3.75	"None"
2068	"Maggi"	"Fusian Special Edition Ow... Ow... Spicy Cow Mi Goreng"	"Pack"	"Australia"	5	"None"
2067	"Samyang Foods"	"Fresh Jjajang"	"Pack"	"South Korea"	4.5	"None"
2066	"Marutai"	"Hakata Tonkotsu Ramen"	"Pack"	"Japan"	5	"None"
2065	"Four Seas"	"Kung Tak Lam Vegetarian Noodle (Mushroom)"	"Pack"	"Hong Kong"	3	"None"
2064	"Nongshim"	"Arrabiata Rice Bucatini"	"Pack"	"USA"	5	"None"
2063	"Mamee"	"Pepper Noodles Vegetarian"	"Pack"	"Hong Kong"	3.25	"None"
2062	"Ottogi"	"Ramyon Sabor Mariscos"	"Pack"	"Mexico"	3.75	"None"
2061	"Kamfen"	"Dried Mix Noodles Scallop Seafood Flavoured"	"Tray"	"Hong Kong"	4.25	"None"
